code,date,hour,visibility,cloudcover,windspeed,humidity,precipitation
IAD,2021-01-02,19,10,28,7,37,0.0
DCA,2021-01-02,19,10,28,7,37,0.0
IAD,2021-01-03,4,10,17,3,42,0.0
DCA,2021-01-03,4,10,17,3,42,0.0
IAD,2021-01-03,5,10,34,4,43,0.0
DCA,2021-01-03,5,10,34,4,43,0.0
IAD,2021-01-03,6,10,51,4,44,0.0
DCA,2021-01-03,6,10,51,4,44,0.0
IAD,2021-01-03,7,10,45,4,40,0.0
DCA,2021-01-03,7,10,45,4,40,0.0
IAD,2021-01-03,8,10,40,5,37,0.0
DCA,2021-01-03,8,10,40,5,37,0.0
IAD,2021-01-03,9,10,34,5,33,0.0
DCA,2021-01-03,9,10,34,5,33,0.0
IAD,2021-01-03,10,10,56,5,31,0.0
DCA,2021-01-03,10,10,56,5,31,0.0
IAD,2021-01-03,11,10,78,5,30,0.0
DCA,2021-01-03,11,10,78,5,30,0.0
IAD,2021-01-03,12,10,100,5,28,0.0
DCA,2021-01-03,12,10,100,5,28,0.0
IAD,2021-01-03,13,10,83,4,28,0.0
DCA,2021-01-03,13,10,83,4,28,0.0
IAD,2021-01-03,14,10,67,3,27,0.0
DCA,2021-01-03,14,10,67,3,27,0.0
IAD,2021-01-03,15,10,50,3,27,0.0
DCA,2021-01-03,15,10,50,3,27,0.0
IAD,2021-01-03,16,10,67,3,31,0.0
DCA,2021-01-03,16,10,67,3,31,0.0
IAD,2021-01-03,17,10,83,3,35,0.0
DCA,2021-01-03,17,10,83,3,35,0.0
IAD,2021-01-03,18,10,100,4,39,0.0
DCA,2021-01-03,18,10,100,4,39,0.0
IAD,2021-01-03,19,10,100,5,42,0.0
DCA,2021-01-03,19,10,100,5,42,0.0
IAD,2021-01-04,4,5,100,25,83,0.5
DCA,2021-01-04,4,5,100,25,83,0.5
IAD,2021-01-04,5,7,100,23,84,0.0
DCA,2021-01-04,5,7,100,23,84,0.0
IAD,2021-01-04,6,10,100,22,84,0.0
DCA,2021-01-04,6,10,100,22,84,0.0
IAD,2021-01-04,7,7,100,24,81,0.0
DCA,2021-01-04,7,7,100,24,81,0.0
IAD,2021-01-04,8,3,100,27,78,0.2
DCA,2021-01-04,8,3,100,27,78,0.2
IAD,2021-01-04,9,0,100,30,76,0.3
DCA,2021-01-04,9,0,100,30,76,0.3
IAD,2021-01-04,10,3,100,28,73,0.2
DCA,2021-01-04,10,3,100,28,73,0.2
IAD,2021-01-04,11,7,100,27,70,0.0
DCA,2021-01-04,11,7,100,27,70,0.0
IAD,2021-01-04,12,10,100,26,68,0.0
DCA,2021-01-04,12,10,100,26,68,0.0
IAD,2021-01-04,13,8,83,26,64,0.0
DCA,2021-01-04,13,8,83,26,64,0.0
IAD,2021-01-04,14,7,67,26,60,0.1
DCA,2021-01-04,14,7,67,26,60,0.1
IAD,2021-01-04,15,5,50,26,57,0.1
DCA,2021-01-04,15,5,50,26,57,0.1
IAD,2021-01-04,16,7,46,24,58,0.1
DCA,2021-01-04,16,7,46,24,58,0.1
IAD,2021-01-04,17,8,42,22,59,0.0
DCA,2021-01-04,17,8,42,22,59,0.0
IAD,2021-01-04,18,10,38,20,60,0.0
DCA,2021-01-04,18,10,38,20,60,0.0
IAD,2021-01-04,19,10,30,21,60,0.0
DCA,2021-01-04,19,10,30,21,60,0.0
IAD,2021-01-05,4,10,0,18,63,0.0
DCA,2021-01-05,4,10,0,18,63,0.0
IAD,2021-01-05,5,10,0,16,65,0.0
DCA,2021-01-05,5,10,0,16,65,0.0
IAD,2021-01-05,6,10,0,14,66,0.0
DCA,2021-01-05,6,10,0,14,66,0.0
IAD,2021-01-05,7,10,0,18,61,0.0
DCA,2021-01-05,7,10,0,18,61,0.0
IAD,2021-01-05,8,10,0,21,56,0.0
DCA,2021-01-05,8,10,0,21,56,0.0
IAD,2021-01-05,9,10,0,24,52,0.0
DCA,2021-01-05,9,10,0,24,52,0.0
IAD,2021-01-05,10,10,1,24,48,0.0
DCA,2021-01-05,10,10,1,24,48,0.0
IAD,2021-01-05,11,10,2,24,45,0.0
DCA,2021-01-05,11,10,2,24,45,0.0
IAD,2021-01-05,12,10,2,23,41,0.0
DCA,2021-01-05,12,10,2,23,41,0.0
IAD,2021-01-05,13,10,4,23,42,0.0
DCA,2021-01-05,13,10,4,23,42,0.0
IAD,2021-01-05,14,10,6,22,43,0.0
DCA,2021-01-05,14,10,6,22,43,0.0
IAD,2021-01-05,15,10,7,21,43,0.0
DCA,2021-01-05,15,10,7,21,43,0.0
IAD,2021-01-05,16,10,16,17,46,0.0
DCA,2021-01-05,16,10,16,17,46,0.0
IAD,2021-01-05,17,10,25,14,49,0.0
DCA,2021-01-05,17,10,25,14,49,0.0
IAD,2021-01-05,18,10,34,10,52,0.0
DCA,2021-01-05,18,10,34,10,52,0.0
IAD,2021-01-05,19,10,23,12,53,0.0
DCA,2021-01-05,19,10,23,12,53,0.0
IAD,2021-01-06,4,10,0,12,61,0.0
DCA,2021-01-06,4,10,0,12,61,0.0
IAD,2021-01-06,5,10,0,11,61,0.0
DCA,2021-01-06,5,10,0,11,61,0.0
IAD,2021-01-06,6,10,0,10,61,0.0
DCA,2021-01-06,6,10,0,10,61,0.0
IAD,2021-01-06,7,10,0,13,56,0.0
DCA,2021-01-06,7,10,0,13,56,0.0
IAD,2021-01-06,8,10,0,17,51,0.0
DCA,2021-01-06,8,10,0,17,51,0.0
IAD,2021-01-06,9,10,0,20,46,0.0
DCA,2021-01-06,9,10,0,20,46,0.0
IAD,2021-01-06,10,10,2,21,43,0.0
DCA,2021-01-06,10,10,2,21,43,0.0
IAD,2021-01-06,11,10,4,21,40,0.0
DCA,2021-01-06,11,10,4,21,40,0.0
IAD,2021-01-06,12,10,6,22,37,0.0
DCA,2021-01-06,12,10,6,22,37,0.0
IAD,2021-01-06,13,10,4,21,37,0.0
DCA,2021-01-06,13,10,4,21,37,0.0
IAD,2021-01-06,14,10,2,21,38,0.0
DCA,2021-01-06,14,10,2,21,38,0.0
IAD,2021-01-06,15,10,0,21,39,0.0
DCA,2021-01-06,15,10,0,21,39,0.0
IAD,2021-01-06,16,10,0,17,45,0.0
DCA,2021-01-06,16,10,0,17,45,0.0
IAD,2021-01-06,17,10,0,13,51,0.0
DCA,2021-01-06,17,10,0,13,51,0.0
IAD,2021-01-06,18,10,0,9,56,0.0
DCA,2021-01-06,18,10,0,9,56,0.0
IAD,2021-01-06,19,10,0,11,58,0.0
DCA,2021-01-06,19,10,0,11,58,0.0
IAD,2021-01-07,4,10,0,8,68,0.0
DCA,2021-01-07,4,10,0,8,68,0.0
IAD,2021-01-07,5,10,1,7,68,0.0
DCA,2021-01-07,5,10,1,7,68,0.0
IAD,2021-01-07,6,10,1,6,69,0.0
DCA,2021-01-07,6,10,1,6,69,0.0
IAD,2021-01-07,7,10,2,5,62,0.0
DCA,2021-01-07,7,10,2,5,62,0.0
IAD,2021-01-07,8,10,4,4,55,0.0
DCA,2021-01-07,8,10,4,4,55,0.0
IAD,2021-01-07,9,10,5,4,48,0.0
DCA,2021-01-07,9,10,5,4,48,0.0
IAD,2021-01-07,10,10,12,4,43,0.0
DCA,2021-01-07,10,10,12,4,43,0.0
IAD,2021-01-07,11,10,20,5,38,0.0
DCA,2021-01-07,11,10,20,5,38,0.0
IAD,2021-01-07,12,10,28,5,33,0.0
DCA,2021-01-07,12,10,28,5,33,0.0
IAD,2021-01-07,13,10,36,6,35,0.0
DCA,2021-01-07,13,10,36,6,35,0.0
IAD,2021-01-07,14,10,45,7,37,0.0
DCA,2021-01-07,14,10,45,7,37,0.0
IAD,2021-01-07,15,10,53,8,39,0.0
DCA,2021-01-07,15,10,53,8,39,0.0
IAD,2021-01-07,16,10,51,8,47,0.0
DCA,2021-01-07,16,10,51,8,47,0.0
IAD,2021-01-07,17,10,49,7,55,0.0
DCA,2021-01-07,17,10,49,7,55,0.0
IAD,2021-01-07,18,10,47,7,63,0.0
DCA,2021-01-07,18,10,47,7,63,0.0
IAD,2021-01-07,19,10,41,8,63,0.0
DCA,2021-01-07,19,10,41,8,63,0.0
IAD,2021-01-08,4,10,27,10,60,0.0
DCA,2021-01-08,4,10,27,10,60,0.0
IAD,2021-01-08,5,10,26,8,61,0.0
DCA,2021-01-08,5,10,26,8,61,0.0
IAD,2021-01-08,6,10,24,7,62,0.0
DCA,2021-01-08,6,10,24,7,62,0.0
IAD,2021-01-08,7,10,26,9,56,0.0
DCA,2021-01-08,7,10,26,9,56,0.0
IAD,2021-01-08,8,10,29,11,51,0.0
DCA,2021-01-08,8,10,29,11,51,0.0
IAD,2021-01-08,9,10,31,13,45,0.0
DCA,2021-01-08,9,10,31,13,45,0.0
IAD,2021-01-08,10,10,42,10,45,0.0
DCA,2021-01-08,10,10,42,10,45,0.0
IAD,2021-01-08,11,10,53,8,46,0.0
DCA,2021-01-08,11,10,53,8,46,0.0
IAD,2021-01-08,12,10,64,5,46,0.0
DCA,2021-01-08,12,10,64,5,46,0.0
IAD,2021-01-08,13,7,76,7,54,0.0
DCA,2021-01-08,13,7,76,7,54,0.0
IAD,2021-01-08,14,4,88,9,61,0.1
DCA,2021-01-08,14,4,88,9,61,0.1
IAD,2021-01-08,15,1,100,11,68,0.1
DCA,2021-01-08,15,1,100,11,68,0.1
IAD,2021-01-08,16,4,100,11,75,0.1
DCA,2021-01-08,16,4,100,11,75,0.1
IAD,2021-01-08,17,7,100,11,82,0.0
DCA,2021-01-08,17,7,100,11,82,0.0
IAD,2021-01-08,18,10,100,11,89,0.0
DCA,2021-01-08,18,10,100,11,89,0.0
IAD,2021-01-08,19,10,80,12,91,0.0
DCA,2021-01-08,19,10,80,12,91,0.0
IAD,2021-01-09,4,5,9,5,95,0.0
DCA,2021-01-09,4,5,9,5,95,0.0
IAD,2021-01-09,5,7,7,4,94,0.0
DCA,2021-01-09,5,7,7,4,94,0.0
IAD,2021-01-09,6,10,4,3,94,0.0
DCA,2021-01-09,6,10,4,3,94,0.0
IAD,2021-01-09,7,10,9,5,91,0.0
DCA,2021-01-09,7,10,9,5,91,0.0
IAD,2021-01-09,8,10,13,6,88,0.0
DCA,2021-01-09,8,10,13,6,88,0.0
IAD,2021-01-09,9,10,18,7,84,0.0
DCA,2021-01-09,9,10,18,7,84,0.0
IAD,2021-01-09,10,10,27,7,80,0.0
DCA,2021-01-09,10,10,27,7,80,0.0
IAD,2021-01-09,11,10,36,6,75,0.0
DCA,2021-01-09,11,10,36,6,75,0.0
IAD,2021-01-09,12,10,45,6,70,0.0
DCA,2021-01-09,12,10,45,6,70,0.0
IAD,2021-01-09,13,10,37,6,73,0.0
DCA,2021-01-09,13,10,37,6,73,0.0
IAD,2021-01-09,14,10,30,6,76,0.0
DCA,2021-01-09,14,10,30,6,76,0.0
IAD,2021-01-09,15,10,22,5,80,0.0
DCA,2021-01-09,15,10,22,5,80,0.0
IAD,2021-01-09,16,10,25,5,81,0.0
DCA,2021-01-09,16,10,25,5,81,0.0
IAD,2021-01-09,17,10,29,4,82,0.0
DCA,2021-01-09,17,10,29,4,82,0.0
IAD,2021-01-09,18,10,32,3,83,0.0
DCA,2021-01-09,18,10,32,3,83,0.0
IAD,2021-01-09,19,10,32,3,84,0.0
DCA,2021-01-09,19,10,32,3,84,0.0
IAD,2021-01-10,4,10,23,6,85,0.0
DCA,2021-01-10,4,10,23,6,85,0.0
IAD,2021-01-10,5,10,27,6,85,0.0
DCA,2021-01-10,5,10,27,6,85,0.0
IAD,2021-01-10,6,10,30,5,84,0.0
DCA,2021-01-10,6,10,30,5,84,0.0
IAD,2021-01-10,7,10,45,5,81,0.0
DCA,2021-01-10,7,10,45,5,81,0.0
IAD,2021-01-10,8,10,59,6,78,0.0
DCA,2021-01-10,8,10,59,6,78,0.0
IAD,2021-01-10,9,10,73,6,75,0.0
DCA,2021-01-10,9,10,73,6,75,0.0
IAD,2021-01-10,10,10,62,6,73,0.0
DCA,2021-01-10,10,10,62,6,73,0.0
IAD,2021-01-10,11,10,51,6,70,0.0
DCA,2021-01-10,11,10,51,6,70,0.0
IAD,2021-01-10,12,10,41,6,68,0.0
DCA,2021-01-10,12,10,41,6,68,0.0
IAD,2021-01-10,13,10,53,6,72,0.0
DCA,2021-01-10,13,10,53,6,72,0.0
IAD,2021-01-10,14,10,65,6,75,0.0
DCA,2021-01-10,14,10,65,6,75,0.0
IAD,2021-01-10,15,10,78,6,79,0.0
DCA,2021-01-10,15,10,78,6,79,0.0
IAD,2021-01-10,16,10,77,5,82,0.0
DCA,2021-01-10,16,10,77,5,82,0.0
IAD,2021-01-10,17,10,75,5,84,0.0
DCA,2021-01-10,17,10,75,5,84,0.0
IAD,2021-01-10,18,10,74,4,87,0.0
DCA,2021-01-10,18,10,74,4,87,0.0
IAD,2021-01-10,19,10,66,5,89,0.0
DCA,2021-01-10,19,10,66,5,89,0.0
IAD,2021-01-11,4,2,57,4,96,0.0
DCA,2021-01-11,4,2,57,4,96,0.0
IAD,2021-01-11,5,2,78,4,97,0.0
DCA,2021-01-11,5,2,78,4,97,0.0
IAD,2021-01-11,6,2,100,3,97,0.0
DCA,2021-01-11,6,2,100,3,97,0.0
IAD,2021-01-11,7,2,88,4,96,0.0
DCA,2021-01-11,7,2,88,4,96,0.0
IAD,2021-01-11,8,2,76,5,95,0.0
DCA,2021-01-11,8,2,76,5,95,0.0
IAD,2021-01-11,9,2,65,5,94,0.0
DCA,2021-01-11,9,2,65,5,94,0.0
IAD,2021-01-11,10,5,59,5,92,0.0
DCA,2021-01-11,10,5,59,5,92,0.0
IAD,2021-01-11,11,7,54,5,90,0.0
DCA,2021-01-11,11,7,54,5,90,0.0
IAD,2021-01-11,12,10,49,5,88,0.0
DCA,2021-01-11,12,10,49,5,88,0.0
IAD,2021-01-11,13,10,53,7,90,0.0
DCA,2021-01-11,13,10,53,7,90,0.0
IAD,2021-01-11,14,10,56,8,92,0.0
DCA,2021-01-11,14,10,56,8,92,0.0
IAD,2021-01-11,15,10,60,10,94,0.0
DCA,2021-01-11,15,10,60,10,94,0.0
IAD,2021-01-11,16,7,72,10,95,0.0
DCA,2021-01-11,16,7,72,10,95,0.0
IAD,2021-01-11,17,5,83,10,96,0.0
DCA,2021-01-11,17,5,83,10,96,0.0
IAD,2021-01-11,18,2,95,10,96,0.0
DCA,2021-01-11,18,2,95,10,96,0.0
IAD,2021-01-11,19,5,94,11,96,0.0
DCA,2021-01-11,19,5,94,11,96,0.0
IAD,2021-01-12,4,7,100,16,94,0.4
DCA,2021-01-12,4,7,100,16,94,0.4
IAD,2021-01-12,5,4,100,13,95,0.0
DCA,2021-01-12,5,4,100,13,95,0.0
IAD,2021-01-12,6,2,100,10,95,0.0
DCA,2021-01-12,6,2,100,10,95,0.0
IAD,2021-01-12,7,4,100,11,95,0.0
DCA,2021-01-12,7,4,100,11,95,0.0
IAD,2021-01-12,8,7,100,13,95,0.3
DCA,2021-01-12,8,7,100,13,95,0.3
IAD,2021-01-12,9,9,100,15,95,0.5
DCA,2021-01-12,9,9,100,15,95,0.5
IAD,2021-01-12,10,9,100,13,94,0.2
DCA,2021-01-12,10,9,100,13,94,0.2
IAD,2021-01-12,11,10,100,11,92,0.0
DCA,2021-01-12,11,10,100,11,92,0.0
IAD,2021-01-12,12,10,100,9,91,0.0
DCA,2021-01-12,12,10,100,9,91,0.0
IAD,2021-01-12,13,7,97,10,92,0.0
DCA,2021-01-12,13,7,97,10,92,0.0
IAD,2021-01-12,14,5,93,11,93,0.1
DCA,2021-01-12,14,5,93,11,93,0.1
IAD,2021-01-12,15,2,90,12,94,0.1
DCA,2021-01-12,15,2,90,12,94,0.1
IAD,2021-01-12,16,2,93,11,94,0.0
DCA,2021-01-12,16,2,93,11,94,0.0
IAD,2021-01-12,17,2,97,11,95,0.0
DCA,2021-01-12,17,2,97,11,95,0.0
IAD,2021-01-12,18,2,100,10,96,0.0
DCA,2021-01-12,18,2,100,10,96,0.0
IAD,2021-01-12,19,5,93,10,96,0.0
DCA,2021-01-12,19,5,93,10,96,0.0
IAD,2021-01-13,4,5,92,26,74,0.2
DCA,2021-01-13,4,5,92,26,74,0.2
IAD,2021-01-13,5,7,84,25,71,0.0
DCA,2021-01-13,5,7,84,25,71,0.0
IAD,2021-01-13,6,10,76,24,69,0.0
DCA,2021-01-13,6,10,76,24,69,0.0
IAD,2021-01-13,7,8,84,24,67,0.0
DCA,2021-01-13,7,8,84,24,67,0.0
IAD,2021-01-13,8,7,92,25,66,0.0
DCA,2021-01-13,8,7,92,25,66,0.0
IAD,2021-01-13,9,5,100,25,65,0.1
DCA,2021-01-13,9,5,100,25,65,0.1
IAD,2021-01-13,10,7,89,24,61,0.0
DCA,2021-01-13,10,7,89,24,61,0.0
IAD,2021-01-13,11,8,78,22,57,0.0
DCA,2021-01-13,11,8,78,22,57,0.0
IAD,2021-01-13,12,10,67,20,53,0.0
DCA,2021-01-13,12,10,67,20,53,0.0
IAD,2021-01-13,13,10,55,21,52,0.0
DCA,2021-01-13,13,10,55,21,52,0.0
IAD,2021-01-13,14,10,44,23,51,0.0
DCA,2021-01-13,14,10,44,23,51,0.0
IAD,2021-01-13,15,10,32,24,50,0.0
DCA,2021-01-13,15,10,32,24,50,0.0
IAD,2021-01-13,16,10,26,22,50,0.0
DCA,2021-01-13,16,10,26,22,50,0.0
IAD,2021-01-13,17,10,20,20,49,0.0
DCA,2021-01-13,17,10,20,20,49,0.0
IAD,2021-01-13,18,10,14,18,49,0.0
DCA,2021-01-13,18,10,14,18,49,0.0
IAD,2021-01-13,19,10,9,20,48,0.0
DCA,2021-01-13,19,10,9,20,48,0.0
IAD,2021-01-14,4,10,0,17,44,0.0
DCA,2021-01-14,4,10,0,17,44,0.0
IAD,2021-01-14,5,10,0,15,44,0.0
DCA,2021-01-14,5,10,0,15,44,0.0
IAD,2021-01-14,6,10,0,14,43,0.0
DCA,2021-01-14,6,10,0,14,43,0.0
IAD,2021-01-14,7,10,0,14,40,0.0
DCA,2021-01-14,7,10,0,14,40,0.0
IAD,2021-01-14,8,10,0,15,37,0.0
DCA,2021-01-14,8,10,0,15,37,0.0
IAD,2021-01-14,9,10,0,15,34,0.0
DCA,2021-01-14,9,10,0,15,34,0.0
IAD,2021-01-14,10,10,0,13,31,0.0
DCA,2021-01-14,10,10,0,13,31,0.0
IAD,2021-01-14,11,10,0,11,28,0.0
DCA,2021-01-14,11,10,0,11,28,0.0
IAD,2021-01-14,12,10,0,9,25,0.0
DCA,2021-01-14,12,10,0,9,25,0.0
IAD,2021-01-14,13,10,7,10,25,0.0
DCA,2021-01-14,13,10,7,10,25,0.0
IAD,2021-01-14,14,10,13,10,25,0.0
DCA,2021-01-14,14,10,13,10,25,0.0
IAD,2021-01-14,15,10,20,11,25,0.0
DCA,2021-01-14,15,10,20,11,25,0.0
IAD,2021-01-14,16,10,24,9,28,0.0
DCA,2021-01-14,16,10,24,9,28,0.0
IAD,2021-01-14,17,10,28,8,32,0.0
DCA,2021-01-14,17,10,28,8,32,0.0
IAD,2021-01-14,18,10,33,7,35,0.0
DCA,2021-01-14,18,10,33,7,35,0.0
IAD,2021-01-14,19,10,23,7,37,0.0
DCA,2021-01-14,19,10,23,7,37,0.0
IAD,2021-01-15,4,10,6,7,45,0.0
DCA,2021-01-15,4,10,6,7,45,0.0
IAD,2021-01-15,5,10,8,8,47,0.0
DCA,2021-01-15,5,10,8,8,47,0.0
IAD,2021-01-15,6,10,11,9,48,0.0
DCA,2021-01-15,6,10,11,9,48,0.0
IAD,2021-01-15,7,10,16,8,47,0.0
DCA,2021-01-15,7,10,16,8,47,0.0
IAD,2021-01-15,8,10,21,7,46,0.0
DCA,2021-01-15,8,10,21,7,46,0.0
IAD,2021-01-15,9,10,26,7,45,0.0
DCA,2021-01-15,9,10,26,7,45,0.0
IAD,2021-01-15,10,10,50,6,48,0.0
DCA,2021-01-15,10,10,50,6,48,0.0
IAD,2021-01-15,11,10,74,5,52,0.0
DCA,2021-01-15,11,10,74,5,52,0.0
IAD,2021-01-15,12,10,98,4,55,0.0
DCA,2021-01-15,12,10,98,4,55,0.0
IAD,2021-01-15,13,10,83,5,56,0.0
DCA,2021-01-15,13,10,83,5,56,0.0
IAD,2021-01-15,14,10,69,5,58,0.0
DCA,2021-01-15,14,10,69,5,58,0.0
IAD,2021-01-15,15,10,55,6,59,0.0
DCA,2021-01-15,15,10,55,6,59,0.0
IAD,2021-01-15,16,10,64,5,64,0.0
DCA,2021-01-15,16,10,64,5,64,0.0
IAD,2021-01-15,17,10,73,5,70,0.0
DCA,2021-01-15,17,10,73,5,70,0.0
IAD,2021-01-15,18,10,82,5,75,0.0
DCA,2021-01-15,18,10,82,5,75,0.0
IAD,2021-01-15,19,10,82,4,76,0.0
DCA,2021-01-15,19,10,82,4,76,0.0
IAD,2021-01-16,4,10,71,3,87,0.0
DCA,2021-01-16,4,10,71,3,87,0.0
IAD,2021-01-16,5,10,61,4,88,0.0
DCA,2021-01-16,5,10,61,4,88,0.0
IAD,2021-01-16,6,10,52,6,90,0.0
DCA,2021-01-16,6,10,52,6,90,0.0
IAD,2021-01-16,7,10,41,5,84,0.0
DCA,2021-01-16,7,10,41,5,84,0.0
IAD,2021-01-16,8,10,30,5,77,0.0
DCA,2021-01-16,8,10,30,5,77,0.0
IAD,2021-01-16,9,10,18,4,70,0.0
DCA,2021-01-16,9,10,18,4,70,0.0
IAD,2021-01-16,10,10,16,4,63,0.0
DCA,2021-01-16,10,10,16,4,63,0.0
IAD,2021-01-16,11,10,15,4,55,0.0
DCA,2021-01-16,11,10,15,4,55,0.0
IAD,2021-01-16,12,10,13,5,48,0.0
DCA,2021-01-16,12,10,13,5,48,0.0
IAD,2021-01-16,13,10,13,4,50,0.0
DCA,2021-01-16,13,10,13,4,50,0.0
IAD,2021-01-16,14,10,14,4,51,0.0
DCA,2021-01-16,14,10,14,4,51,0.0
IAD,2021-01-16,15,10,15,4,53,0.0
DCA,2021-01-16,15,10,15,4,53,0.0
IAD,2021-01-16,16,10,34,3,56,0.0
DCA,2021-01-16,16,10,34,3,56,0.0
IAD,2021-01-16,17,10,54,3,59,0.0
DCA,2021-01-16,17,10,54,3,59,0.0
IAD,2021-01-16,18,10,73,3,63,0.0
DCA,2021-01-16,18,10,73,3,63,0.0
IAD,2021-01-16,19,10,77,3,64,0.0
DCA,2021-01-16,19,10,77,3,64,0.0
IAD,2021-01-17,4,5,100,16,81,0.1
DCA,2021-01-17,4,5,100,16,81,0.1
IAD,2021-01-17,5,7,100,15,82,0.0
DCA,2021-01-17,5,7,100,15,82,0.0
IAD,2021-01-17,6,10,100,15,82,0.0
DCA,2021-01-17,6,10,100,15,82,0.0
IAD,2021-01-17,7,7,100,16,77,0.0
DCA,2021-01-17,7,7,100,16,77,0.0
IAD,2021-01-17,8,5,100,17,71,0.2
DCA,2021-01-17,8,5,100,17,71,0.2
IAD,2021-01-17,9,2,100,19,65,0.3
DCA,2021-01-17,9,2,100,19,65,0.3
IAD,2021-01-17,10,5,100,17,60,0.1
DCA,2021-01-17,10,5,100,17,60,0.1
IAD,2021-01-17,11,7,100,15,55,0.0
DCA,2021-01-17,11,7,100,15,55,0.0
IAD,2021-01-17,12,10,100,14,50,0.0
DCA,2021-01-17,12,10,100,14,50,0.0
IAD,2021-01-17,13,10,100,14,50,0.0
DCA,2021-01-17,13,10,100,14,50,0.0
IAD,2021-01-17,14,10,100,15,50,0.0
DCA,2021-01-17,14,10,100,15,50,0.0
IAD,2021-01-17,15,10,100,16,51,0.0
DCA,2021-01-17,15,10,100,16,51,0.0
IAD,2021-01-17,16,10,76,15,54,0.0
DCA,2021-01-17,16,10,76,15,54,0.0
IAD,2021-01-17,17,10,52,13,56,0.0
DCA,2021-01-17,17,10,52,13,56,0.0
IAD,2021-01-17,18,10,28,12,59,0.0
DCA,2021-01-17,18,10,28,12,59,0.0
IAD,2021-01-17,19,10,23,15,60,0.0
DCA,2021-01-17,19,10,23,15,60,0.0
IAD,2021-01-18,4,10,3,16,58,0.0
DCA,2021-01-18,4,10,3,16,58,0.0
IAD,2021-01-18,5,10,3,13,58,0.0
DCA,2021-01-18,5,10,3,13,58,0.0
IAD,2021-01-18,6,10,3,9,57,0.0
DCA,2021-01-18,6,10,3,9,57,0.0
IAD,2021-01-18,7,10,5,12,53,0.0
DCA,2021-01-18,7,10,5,12,53,0.0
IAD,2021-01-18,8,10,8,15,48,0.0
DCA,2021-01-18,8,10,8,15,48,0.0
IAD,2021-01-18,9,10,10,18,43,0.0
DCA,2021-01-18,9,10,10,18,43,0.0
IAD,2021-01-18,10,10,7,17,40,0.0
DCA,2021-01-18,10,10,7,17,40,0.0
IAD,2021-01-18,11,10,3,15,36,0.0
DCA,2021-01-18,11,10,3,15,36,0.0
IAD,2021-01-18,12,10,0,13,33,0.0
DCA,2021-01-18,12,10,0,13,33,0.0
IAD,2021-01-18,13,10,0,12,35,0.0
DCA,2021-01-18,13,10,0,12,35,0.0
IAD,2021-01-18,14,10,0,10,37,0.0
DCA,2021-01-18,14,10,0,10,37,0.0
IAD,2021-01-18,15,10,0,9,40,0.0
DCA,2021-01-18,15,10,0,9,40,0.0
IAD,2021-01-18,16,10,0,7,43,0.0
DCA,2021-01-18,16,10,0,7,43,0.0
IAD,2021-01-18,17,10,0,6,45,0.0
DCA,2021-01-18,17,10,0,6,45,0.0
IAD,2021-01-18,18,10,0,4,48,0.0
DCA,2021-01-18,18,10,0,4,48,0.0
IAD,2021-01-18,19,10,0,5,51,0.0
DCA,2021-01-18,19,10,0,5,51,0.0
IAD,2021-01-19,4,10,2,5,59,0.0
DCA,2021-01-19,4,10,2,5,59,0.0
IAD,2021-01-19,5,10,2,4,58,0.0
DCA,2021-01-19,5,10,2,4,58,0.0
IAD,2021-01-19,6,10,2,4,56,0.0
DCA,2021-01-19,6,10,2,4,56,0.0
IAD,2021-01-19,7,10,3,4,50,0.0
DCA,2021-01-19,7,10,3,4,50,0.0
IAD,2021-01-19,8,10,3,5,44,0.0
DCA,2021-01-19,8,10,3,5,44,0.0
IAD,2021-01-19,9,10,4,5,37,0.0
DCA,2021-01-19,9,10,4,5,37,0.0
IAD,2021-01-19,10,10,3,5,35,0.0
DCA,2021-01-19,10,10,3,5,35,0.0
IAD,2021-01-19,11,10,2,6,32,0.0
DCA,2021-01-19,11,10,2,6,32,0.0
IAD,2021-01-19,12,10,1,6,29,0.0
DCA,2021-01-19,12,10,1,6,29,0.0
IAD,2021-01-19,13,10,1,5,33,0.0
DCA,2021-01-19,13,10,1,5,33,0.0
IAD,2021-01-19,14,10,1,5,36,0.0
DCA,2021-01-19,14,10,1,5,36,0.0
IAD,2021-01-19,15,10,2,4,40,0.0
DCA,2021-01-19,15,10,2,4,40,0.0
IAD,2021-01-19,16,10,1,5,44,0.0
DCA,2021-01-19,16,10,1,5,44,0.0
IAD,2021-01-19,17,10,1,6,49,0.0
DCA,2021-01-19,17,10,1,6,49,0.0
IAD,2021-01-19,18,10,0,6,53,0.0
DCA,2021-01-19,18,10,0,6,53,0.0
IAD,2021-01-19,19,10,0,7,60,0.0
DCA,2021-01-19,19,10,0,7,60,0.0
IAD,2021-01-20,4,10,0,6,58,0.0
DCA,2021-01-20,4,10,0,6,58,0.0
IAD,2021-01-20,5,10,0,6,56,0.0
DCA,2021-01-20,5,10,0,6,56,0.0
IAD,2021-01-20,6,10,1,6,54,0.0
DCA,2021-01-20,6,10,1,6,54,0.0
IAD,2021-01-20,7,10,1,7,49,0.0
DCA,2021-01-20,7,10,1,7,49,0.0
IAD,2021-01-20,8,10,1,8,45,0.0
DCA,2021-01-20,8,10,1,8,45,0.0
IAD,2021-01-20,9,10,2,9,41,0.0
DCA,2021-01-20,9,10,2,9,41,0.0
